0.01 0.10  1648	37.8
0.02 0.10  1710	52
0.01 0.10  1726	64.6
0.01 0.07  1754	77.4
0.01 0.06  1772	89
0.01 0.06  1770	100.8
0.01 0.05  1784	115
0.01 0.03  1794	125
0.01 0.07  1806	216.4
0.01 0.10  1818	319.6
0.01 0.10  1849	411.4
0.01 0.10  1852	506.4
0.01 0.10  1863	599.8
0.01 0.10  1867	692.6
0.01 0.10  1873	782.2
