0.01 0.05  1677	39.2
0.01 0.01  1729	54.8
0.10 0.10  1737	76
0.02 0.09  1760	79.2
0.01 0.05  1776	89.6
0.09 0.10  1800	143.8
0.05 0.08  1806	140.2
0.08 0.09  1811	174
0.05 0.09  1839	260
0.10 0.09  1856	473.4
0.10 0.07  1883	601.4
0.09 0.09  1889	718.4
0.09 0.08  1898	826.2
0.10 0.04  1910	908.4
0.07 0.08  1904	976.2
